ID,Name,Category,Subcategory
1088,Crimson Qurupeco Scale+,Materials,Crimson Qurupeco Materials+
1089,Crimson Qurupeco Wing,Materials,Crimson Qurupeco Materials+
1090,Qurupeco Pipes,Materials,Crimson Qurupeco Materials+
1091,Bulldrome Hide,Materials,Bulldrome Materials
1092,Bulldrome Tusk,Materials,Bulldrome Materials
1093,Bulldrome Bone,Materials,Bulldrome Materials
1094,Bulldrome Hide+,Materials,Bulldrome Materials+
1095,Twisted Bulldrome Tusk,Materials,Bulldrome Materials+
1096,Bulldrome Scalp,Materials,Bulldrome Materials+
1097,Arzuros Pelt,Materials,Arzuros Materials
1098,Arzuros Shell,Materials,Arzuros Materials
1099,Arzuros Brace,Materials,Arzuros Materials
1100,Arzuros Pelt+,Materials,Arzuros Materials+
1101,Arzuros Carapace,Materials,Arzuros Materials+
1102,Arzuros Brace+,Materials,Arzuros Materials+
1103,Uragaan Scale,Materials,Uragaan Materials
1104,Uragaan Shell,Materials,Uragaan Materials
1105,Uragaan Jaw,Materials,Uragaan Materials
1106,Uragaan Scale+,Materials,Uragaan Materials+
1107,Uragaan Carapace,Materials,Uragaan Materials+
1108,Uragaan Ruby,Materials,Uragaan Materials+
1109,Lagiacrus Scale,Materials,Lagiacrus Materials
1110,Lagiacrus Horn,Materials,Lagiacrus Materials
1111,Lagiacrus Shockshell,Materials,Lagiacrus Materials
1112,Lagiacrus Scale+,Materials,Lagiacrus Materials+
1113,Lagiacrus Horn+,Materials,Lagiacrus Materials+
1114,Lagiacrus Shockshell+,Materials,Lagiacrus Materials+
1115,Ivory Lagiacrus Scale,Materials,Ivory Lagiacrus Materials
1116,Ivory Lagiacrus Horn,Materials,Ivory Lagiacrus Materials
1117,Ivory Lagiacrus Shockshell,Materials,Ivory Lagiacrus Materials
1118,Ivory Lagiacrus Scale+,Materials,Ivory Lagiacrus Materials+
1119,Ivory Lagiacrus Horn+,Materials,Ivory Lagiacrus Materials+
1120,Ivory Lagiacrus Shockshell+,Materials,Ivory Lagiacrus Materials+
1121,Agnaktor Shell,Materials,Agnaktor Materials
1122,Agnaktor Claw,Materials,Agnaktor Materials
1123,Agnaktor Beak,Materials,Agnaktor Materials
1124,Agnaktor Carapace,Materials,Agnaktor Materials+
1125,Agnaktor Claw+,Materials,Agnaktor Materials+
1126,Agnaktor Beak+,Materials,Agnaktor Materials+
1127,Glacial Agnaktor Shell,Materials,Glacial Agnaktor Materials
1128,Glacial Agnaktor Claw,Materials,Glacial Agnaktor Materials
1129,Glacial Agnaktor Beak,Materials,Glacial Agnaktor Materials
1130,Glacial Agnaktor Carapace,Materials,Glacial Agnaktor Materials+
1131,Glacial Agnaktor Claw+,Materials,Glacial Agnaktor Materials+
1132,Glacial Agnaktor Beak+,Materials,Glacial Agnaktor Materials+
1133,Plesioth Scale,Materials,Plesioth Materials
1134,Plesioth Fang,Materials,Plesioth Materials
1135,Plesioth Fin,Materials,Plesioth Materials
1136,Plesioth Scale+,Materials,Plesioth Materials+
1137,Plesioth Fang+,Materials,Plesioth Materials+
1138,Plesioth Fin+,Materials,Plesioth Materials+
1139,Green Plesioth Scale,Materials,Green Plesioth Materials
1140,Green Plesioth Fang,Materials,Green Plesioth Materials
1141,Green Plesioth Fin,Materials,Green Plesioth Materials
1142,Green Plesioth Scale+,Materials,Green Plesioth Materials+
1143,Green Plesioth Fang+,Materials,Green Plesioth Materials+
1144,Green Plesioth Fin+,Materials,Green Plesioth Materials+
1151,Nargacuga Scale,Materials,Nargacuga Materials
1152,Nargacuga Blackfur,Materials,Nargacuga Materials
1153,Nargacuga Cutwing,Materials,Nargacuga Materials
1154,Nargacuga Scale+,Materials,Nargacuga Materials+
1155,Nargacuga Pelt+,Materials,Nargacuga Materials+
1156,Nargacuga Razor,Materials,Nargacuga Materials+
1157,Green Nargacuga Scale,Materials,Green Nargacuga Materials
1158,Green Nargacuga Mottlefur,Materials,Green Nargacuga Materials
1159,Green Nargacuga Cutwing,Materials,Green Nargacuga Materials
1160,Green Nargacuga Scale+,Materials,Green Nargacuga Materials+
1161,Green Nargacuga Mottlefur+,Materials,Green Nargacuga Materials+
1162,Green Nargacuga Cutwing+,Materials,Green Nargacuga Materials+
1164,Monster Bone S,Materials,Bones
1165,Monster Bone M,Materials,Bones
1166,Brute Bone S,Materials,Brutes Bones
1167,Monster Fluid,Materials,Insect Materials
1168,Zamite Scale,Materials,Zamite Materials
1169,Slagtoth Hide,Materials,Slagtoth Materials
1170,Aptonoth Tail,Materials,Aptonoth Materials
1171,Popo Pelt,Materials,Popo Materials
1172,Ludroth Pelt,Materials,Ludroth Materials
1173,Conga Pelt,Materials,Conga Materials
1174,Bullfango Pelt,Materials,Bullfango Materials
1175,Cephalos Scale,Materials,Cephalos Materials
1176,Hermitaur Shell,Materials,Hermitaur Materials
1177,Bnahabra Shell,Materials,Bnahabra Materials
1178,Vespoid Wing,Materials,Vespoid Materials
1179,Konchu Shell,Materials,Konchu Materials
1180,Ioprey Scale,Materials,Ioprey Materials
1181,Genprey Scale,Materials,Genprey Materials
1182,Jaggi Scale,Materials,Jaggi Materials
1183,Baggi Scale,Materials,Baggi Materials
1184,Velociprey Scale,Materials,Velociprey Materials
1185,Remobra Hide,Materials,Remobra Materials
1186,Shakalaka Treasure,Materials,Shakalaka Materials
1187,Altaroth Stomach,Materials,Neopteron Materials
1188,Fine Stomach,Materials,Materials
1189,Uroktor Scale,Materials,Uroktor Materials
1190,Pawprint Stamp,Materials,Barrel Felyne Materials
1191,Gargwa Feather,Materials,Gargwa Materials
1192,Monster Bone L,Materials,Bones
1193,Monster Bone+,Materials,High-Grade Bones
1194,Dragonbone Relic,Materials,High-Grade Bones
1195,Stoutbone,Materials,Brute Bones+
1196,Kelbi Horn,Materials,Materials
1197,Apceros Shell,Materials,Apceros Materials
1198,Zamite Scale+,Materials,Zamite Materials+
1199,Herbivore Bone,Materials,Herbivore Materials+
1200,Ludroth Pelt+,Materials,Ludroth Materials+
1201,Fanged Beast Fur,Materials,Fanged Beast Materials+
1202,Cephalos Scale+,Materials,Cephalos Materials+
1203,Hermitaur Shell+,Materials,Hermitaur Materials+
1204,Neopteron Shell,Materials,Neopteron Materials+
1205,Bird Wyvern Scale+,Materials,Bird Wyvern Materials+
1206,Remobra Hide+,Materials,Remobra Materials+
1207,Shakalaka Treasure+,Materials,Shakalaka Materials+
1208,Luminous Stomach,Materials,Materials
1209,Uroktor Scale+,Materials,Uroktor Materials+
1210,Barrel Lid,Materials,Brl Felyne Materials+
1211,Blue Gargwa Feather,Materials,Gargwa Materials+
1212,Shocking Extract,Materials,Great Thunderbug Materials
1213,Shocking Jelly,Materials,Great Thunderbug Materials+
1214,Dragonbug Juice,Materials,Great Dracophage Materials
1215,Dragonbug Jelly,Materials,Great Dracophage Materials+
1216,Monster Broth,Materials,Insect Materials+
1217,Elder Dragon Blood,Materials,Elder Dragon Blood
1218,Brute Bone M,Materials,Brute Bones
1219,Brute Bone L,Materials,Brute Bones
1220,Dreadqueen Scale+,Materials,Dreadqueen Materials+
1221,Dreadqueen Carapace,Materials,Dreadqueen Materials+
1222,Dreadqueen Ruby,Materials,Dreadqueen Materials+
1223,Dreadking Scale+,Materials,Dreadking Materials+
1224,Dreadking Fellwing,Materials,Dreadking Materials+
1225,Dreadking Ruby,Materials,Dreadking Materials+
1226,Grill,Key Items,Key Items
1227,Iron Pickaxe,Key Items,Key Items
1228,Bug Net,Key Items,Key Items
1229,Fishing Rod,Key Items,Key Items
1230,Rider's Notes,Key Items,Key Items
1231,Monsterpedia,Key Items,Key Items
1232,Bronze License,Key Items,Key Items
1233,Silver License,Key Items,Key Items
1234,Gold License,Key Items,Key Items
1235,Platinum License,Key Items,Key Items
1236,Unidentified Shard,Key Items,Key Items
1237,Ancient Relic,Key Items,Key Items
1238,Important Letter,Key Items,Key Items
1239,Crude Felyne Carving,Key Items,Key Items
1240,Good Times Felvine,Key Items,Key Items
1241,Traditional Charm,Key Items,Key Items
1243,Downy Crake,Key Items,Key Items
1244,Gargwa Statue,Key Items,Key Items
1245,Pirate Treasure,Key Items,Key Items
1246,Expedition Ticket (N),Key Items,Key Items
1247,Expedition Ticket (R),Key Items,Key Items
1248,Expedition Ticket (SR),Key Items,Key Items
1249,Clerk's Letter,Key Items,Key Items
1250,Palamute Ticket (N),Key Items,Key Items
1251,Palamute Ticket (R),Key Items,Key Items
1252,Palamute Ticket (SR),Key Items,Key Items
1254,Windmill Parts,Key Items,Key Items
1255,Rathalos Egg,Key Items,Key Items
1256,Kayna's Recipe,Key Items,Books of Combos
1257,Tracking Basics,Key Items,Books of Combos
1258,Mega Potions,Key Items,Books of Combos
1259,Hunter's Life: Fall,Key Items,Books of Combos
1260,Hunter's Life: Winter,Key Items,Books of Combos
1261,Healer's Comp Volume 1,Key Items,Books of Combos
1262,Healer's Comp Volume 3,Key Items,Books of Combos
1263,Warm and Healthy,Key Items,Books of Combos
1264,Hunter's Life: Summer,Key Items,Books of Combos
1265,Cool and Healthy,Key Items,Books of Combos
1266,Group Healing 101,Key Items,Books of Combos
1267,Group Healing Intermediate,Key Items,Books of Combos
1268,Positivity Pills,Key Items,Books of Combos
1269,Healer's Comp Volume 4,Key Items,Books of Combos
1270,Essence Vitale,Key Items,Books of Combos
1271,Group Healing Advanced,Key Items,Books of Combos
1272,Healer's Comp Volume 2,Key Items,Books of Combos
1273,Perfect Vision,Key Items,Books of Combos
1274,Trendsetter: Scents,Key Items,Books of Combos
1275,Deep Clean,Key Items,Books of Combos
1276,Taste of Home,Key Items,Books of Combos
1277,Alwin's Specialty,Key Items,Books of Combos
1278,Family Favorite,Key Items,Books of Combos
1279,Sweet Secret,Key Items,Books of Combos
1280,Culinary Traditions,Key Items,Books of Combos
1281,Knifepedia: Poison,Key Items,Books of Combos
1282,Knifepedia: Paralysis,Key Items,Books of Combos
1283,Knifepedia: Sleep,Key Items,Books of Combos
1284,Pitfall Surprise,Key Items,Books of Combos
1285,Shocking Surprise,Key Items,Books of Combos
1286,Tranquil Surprise,Key Items,Books of Combos
1294,Need a Boost?,Key Items,Books of Combos
1295,Hunter's Life: Spring,Key Items,Books of Combos
1296,Boom Boom Book,Key Items,Books of Combos
1297,Big Boom Boom Book,Key Items,Books of Combos
1300,Flash Bomb How-To,Key Items,Books of Combos
1301,Boom Boom Bang Book,Key Items,Books of Combos
1306,Sword and Shield Basics: Defense,Key Items,Skill Scrolls
1307,Sword and Shield: Counter,Key Items,Skill Scrolls
1308,Great Sword: Guard,Key Items,Skill Scrolls
1309,Great Sword Moves 1,Key Items,Skill Scrolls
1310,Great Sword Moves 2,Key Items,Skill Scrolls
1311,Great Sword Moves 3,Key Items,Skill Scrolls
1312,Great Sword Moves 4,Key Items,Skill Scrolls
1313,Hammer: Evasion,Key Items,Skill Scrolls
1314,Hammer: Surge,Key Items,Skill Scrolls
1315,Hunting Horn: Absolute Evasion,Key Items,Skill Scrolls
1316,Hunting Horn: Negate Poison,Key Items,Skill Scrolls
1317,Hunting Horn: Negate Sleep,Key Items,Skill Scrolls
1318,Hunting Horn: Negate Paralysis,Key Items,Skill Scrolls
1319,Hunting Horn: Negate Ailments,Key Items,Skill Scrolls
1320,Hunting Horn: Iron Defense,Key Items,Skill Scrolls
1321,Hunting Horn: Blast,Key Items,Skill Scrolls
1322,Hunting Horn: Saver,Key Items,Skill Scrolls
1323,Hunting Horn: Awakening,Key Items,Skill Scrolls
1324,Hunting Horn: Charge,Key Items,Skill Scrolls
1325,Hunting Horn: Berserk,Key Items,Skill Scrolls
1326,Hunting Horn: Kinship,Key Items,Skill Scrolls
1327,Hunting Horn: Bloodsuck,Key Items,Skill Scrolls
1328,Hunting Horn: Soothing,Key Items,Skill Scrolls
1329,Hunting Horn: Healing,Key Items,Skill Scrolls
1330,Hunting Horn: Mettle,Key Items,Skill Scrolls
1331,Hunting Horn: Evasion,Key Items,Skill Scrolls
1332,Gunlance: Guard,Key Items,Skill Scrolls
1333,Gunlance: Protect,Key Items,Skill Scrolls
1334,Gunlance: Seal,Key Items,Skill Scrolls
1335,Gunlance: Wyvern's Fire,Key Items,Skill Scrolls
1336,Gunlance: Shelling,Key Items,Skill Scrolls
1337,Gunlance: Wyrmstake,Key Items,Skill Scrolls
1338,Gunlance: Full Burst,Key Items,Skill Scrolls
1339,Bow: Evasion,Key Items,Skill Scrolls
1340,Bow Tech: Arc Shot,Key Items,Skill Scrolls
1358,Red Hero Outfit,Key Items,Outfits for Navirou
1359,Blue Hero Outfit,Key Items,Outfits for Navirou
1360,Green Hero Outfit,Key Items,Outfits for Navirou
1361,White Flu Mask,Key Items,Outfits for Navirou
1362,Black Flu Mask,Key Items,Outfits for Navirou
1363,Pink Flu Mask,Key Items,Outfits for Navirou
1364,Red Cheerleader Outfit,Key Items,Outfits for Navirou
1365,Green Cheerleader Outfit,Key Items,Outfits for Navirou
1366,Blue Cheerleader Outfit,Key Items,Outfits for Navirou
1367,Wanderer's Outfit,Key Items,Outfits for Navirou
1368,Eyepatch Outfit,Key Items,Outfits for Navirou
1369,Bandaged Outfit,Key Items,Outfits for Navirou
1370,Naviljho Outfit,Key Items,Outfits for Navirou
1371,King's Outfit,Key Items,Outfits for Navirou
1372,Azure King's Outfit,Key Items,Outfits for Navirou
1373,Silver King's Outfit,Key Items,Outfits for Navirou
1374,Ruin King's Outfit,Key Items,Outfits for Navirou
1375,Numbers Outfit,Key Items,Outfits for Navirou
1376,Heart-Shaped Glasses,Key Items,Outfits for Navirou
1377,Purrty-Eye Frames,Key Items,Outfits for Navirou
1378,Mahana Headband,Key Items,Outfits for Navirou
1379,Rutoh Scarf,Key Items,Outfits for Navirou
1380,Kuan Cap,Key Items,Outfits for Navirou
1381,Lulucion Hat,Key Items,Outfits for Navirou
1382,A Nua Look,Key Items,Outfits for Navirou
1383,Felyne Straw Hat,Key Items,Outfits for Navirou
1384,Pawesome Outfit,Key Items,Outfits for Navirou
1385,Moonblessed Outfit,Key Items,Outfits for Navirou
1386,Pukei-Pukei Costume,Key Items,Outfits for Navirou
1387,Nergigante Costume,Key Items,Outfits for Navirou
1408,Hakum Rider Outfit,Key Items,Special Layered Armor
1409,Kyle's & Ena's Outfit,Key Items,Special Layered Armor
1410,Red's Outfit,Key Items,Special Layered Armor
1411,Mahana Outfit,Key Items,Special Layered Armor
1412,Tsukino Onesie,Key Items,Special Layered Armor
1413,Razewing Armor Alpha,Key Items,Special Layered Armor
1414,Kamura Garb,Key Items,Special Layered Armor
1415,Razewing Armor Beta,Key Items,Special Layered Armor
1424,Adventure Buddies 2,Key Items,Key Items
1425,Adventure Buddies 3,Key Items,Key Items
1479,Mint Leaf,Healing Items,Recovery Items
1480,Stink Scrub,Healing Items,Recovery Items
1486,Heart Churro,Healing Items,Food
1487,Armor Sphere M,Materials,Armor Spheres
1488,Armor Sphere L,Materials,Armor Spheres
1489,Weapon Sphere S,Materials,Weapon Spheres
1490,Weapon Sphere M,Materials,Weapon Spheres
1491,Weapon Sphere L,Materials,Weapon Spheres
1492,Grimclaw Scale+,Materials,Grimclaw Materials+
1493,Grimclaw Carapace,Materials,Grimclaw Materials+
1494,Grimclaw Talon+,Materials,Grimclaw Materials+
1495,Kushala Daora Shell,Materials,Kushala Materials
1496,Kushala Daora Horn,Materials,Kushala Materials
1497,Kushala Daora Claw,Materials,Kushala Materials
1498,Thunderlord Carapace,Materials,Thunderlord Materials+
1499,Thunderlord Electrofur,Materials,Thunderlord Materials+
1500,Thunderlord Horn+,Materials,Thunderlord Materials+
1501,Seregios Sharpscale,Materials,Seregios Materials
1502,Seregios Bladehorn,Materials,Seregios Materials
1503,Seregios Claw,Materials,Seregios Materials
1504,Bloodbath Cortex,Materials,Bloodbath Materials+
1505,Bloodbath Chine,Materials,Bloodbath Materials+
1506,Bloodbath Grimhorn,Materials,Bloodbath Materials+
1507,Silverwind Scale+,Materials,Silverwind Nargacuga Materials+
1508,Silverwind Blackfur+,Materials,Silverwind Nargacuga Materials+
1509,Silverwind Razor,Materials,Silverwind Nargacuga Materials+
1510,Seltas Shell,Materials,Seltas Materials
1511,Seltas Wing,Materials,Seltas Materials
1512,Seltas Horn,Materials,Seltas Materials
1513,Seltas Carapace,Materials,Seltas Materials+
1514,Seltas Innerwing,Materials,Seltas Materials+
1515,Seltas Sharphorn,Materials,Seltas Materials+
1516,Seltas Queen Shell,Materials,Seltas Queen Materials
1517,Seltas Queen Claw,Materials,Seltas Queen Materials
1518,Seltas Queen Fluid,Materials,Seltas Queen Materials
1519,Seltas Queen Carapace,Materials,Seltas Queen Materials+
1520,Seltas Queen Claw+,Materials,Seltas Queen Materials+
1521,Seltas Queen Fluid+,Materials,Seltas Queen Materials+
1522,Desert Queen Shell,Materials,Desert Queen Materials
1523,Desert Queen Claw,Materials,Desert Queen Materials
1524,Desert Queen Pleura,Materials,Desert Queen Materials
1525,Desert Queen Jaw,Materials,Desert Queen Materials+
1526,Desert Queen Tail,Materials,Desert Queen Materials+
1527,Desert Queen Hardclaw,Materials,Desert Queen Materials+
1528,Kulu-Ya-Ku Hide,Materials,Kulu-Ya-Ku Materials
1529,Kulu-Ya-Ku Beak,Materials,Kulu-Ya-Ku Materials
1530,Kulu-Ya-Ku Plume,Materials,Kulu-Ya-Ku Materials
1531,Kulu-Ya-Ku Hide+,Materials,Kulu-Ya-Ku Materials+
1532,Kulu-Ya-Ku Beak+,Materials,Kulu-Ya-Ku Materials+
1533,Kulu-Ya-Ku Plume+,Materials,Kulu-Ya-Ku Materials+
1534,Pukei-Pukei Scale,Materials,Pukei-Pukei Materials
1535,Pukei-Pukei Sac,Materials,Pukei-Pukei Materials
1536,Pukei-Pukei Tail,Materials,Pukei-Pukei Materials
1537,Pukei-Pukei Scale+,Materials,Pukei-Pukei Materials+
1538,Pukei-Pukei Wing,Materials,Pukei-Pukei Materials+
1539,Pukei-Pukei Sac+,Materials,Pukei-Pukei Materials+
1540,Gammoth Hide,Materials,Gammoth Materials
1541,Gammoth Shell,Materials,Gammoth Materials
1542,Gammoth Tusk,Materials,Gammoth Materials
1543,Gammoth Pelt,Materials,Gammoth Materials+
1544,Gammoth Shell+,Materials,Gammoth Materials+
1545,Gammoth Tusk+,Materials,Gammoth Materials+
1546,Elderfrost Pelt,Materials,Elderfrost Materials+
1547,Elderfrost Cortex,Materials,Elderfrost Materials+
1548,Elderfrost Trunkspine,Materials,Elderfrost Materials+
1549,Tetsucabra Scale,Materials,Tetsucabra Materials
1550,Paddock Oil,Materials,Tetsucabra Materials
1551,Tetsucabra Tusks,Materials,Tetsucabra Materials
1552,Tetsucabra Scale+,Materials,Tetsucabra Materials+
1553,Paddock Oil+,Materials,Tetsucabra Materials+
1554,Tetsucabra Tusks+,Materials,Tetsucabra Materials+
1555,Mizutsune Purplefur,Materials,Mizutsune Materials
1556,Mizutsune Fin,Materials,Mizutsune Materials
1557,Mizutsune Plate,Materials,Mizutsune Materials
1558,Mizutsune Purplefur+,Materials,Mizutsune Materials+
1559,Mizutsune Fin+,Materials,Mizutsune Materials+
1560,Mizutsune Water Orb,Materials,Mizutsune Materials+
1561,Soulseer Shard,Materials,Soulseer Materials+
1562,Soulseer Purplehide,Materials,Soulseer Materials+
1563,Soulseer Tail,Materials,Soulseer Materials+
1564,Duramboros Shell,Materials,Duramboros Materials
1565,Duramboros Horn,Materials,Duramboros Materials
1566,Duramboros Tailbone,Materials,Duramboros Materials
1567,Duramboros Shell+,Materials,Duramboros Materials+
1568,Duramboros Horn+,Materials,Duramboros Materials+
1569,Duramboros Sacrum,Materials,Duramboros Materials+
1570,Glavenus Fang,Materials,Glavenus Materials
1571,Glavenus Hellshell,Materials,Glavenus Materials
1572,Glavenus Plate,Materials,Glavenus Materials
1573,Glavenus Fang+,Materials,Glavenus Materials+
1574,Glavenus Hellshell+,Materials,Glavenus Materials+
1575,Glavenus Flamegem,Materials,Glavenus Materials+
1576,Hellblade Scale+,Materials,Hellblade Materials+
1577,Hellblade Carapace,Materials,Hellblade Materials+
1578,Hellblade Powder,Materials,Hellblade Materials+
1579,Anjanath Scale,Materials,Anjanath Materials
1580,Anjanath Nosebone,Materials,Anjanath Materials
1581,Anjanath Fang,Materials,Anjanath Materials
1582,Anjanath Scale+,Materials,Anjanath Materials+
1583,Anjanath Nosebone+,Materials,Anjanath Materials+
1584,Anjanath Fang+,Materials,Anjanath Materials+
1585,Astalos Scale,Materials,Astalos Materials
1586,Astalos Crest,Materials,Astalos Materials
1587,Astalos Plate,Materials,Astalos Materials
1588,Astalos Scale+,Materials,Astalos Materials+
1589,Astalos Crest+,Materials,Astalos Materials+
1590,Astalos Boltgem,Materials,Astalos Materials+
1591,Boltreaver Shard,Materials,Boltreaver Materials+
1592,Heavy Boltreaver Shell,Materials,Boltreaver Materials+
1593,Boltreaver Electric Barb,Materials,Boltreaver Materials+
1594,Paolumu Pelt,Materials,Paolumu Materials
1595,Paolumu Webbing,Materials,Paolumu Materials
1596,Paolumu Shell,Materials,Paolumu Materials
1597,Paolumu Pelt+,Materials,Paolumu Materials+
1598,Paolumu Wing,Materials,Paolumu Materials+
1599,Paolumu Carapace+,Materials,Paolumu Materials+
1600,Legiana Claw,Materials,Legiana Materials
1601,Legiana Webbing,Materials,Legiana Materials
1602,Legiana Plate,Materials,Legiana Materials
1603,Legiana Claw+,Materials,Legiana Materials+
1604,Legiana Wing,Materials,Legiana Materials+
1605,Legiana Gem,Materials,Legiana Materials+
1606,Bazelgeuse Scale,Materials,Bazelgeuse Materials
1607,Bazelgeuse Shell,Materials,Bazelgeuse Materials
1608,Bazelgeuse Claw,Materials,Bazelgeuse Materials
1609,Bazelgeuse Wing,Materials,Bazelgeuse Materials+
1610,Bazelgeuse Fuse,Materials,Bazelgeuse Materials+
1611,Bazelgeuse Gem,Materials,Bazelgeuse Materials+
1612,Tobi-Kadachi Pelt,Materials,Kadachi Materials
1613,Tobi-Kadachi Claw,Materials,Kadachi Materials
1614,Tobi-Kadachi Electrode,Materials,Kadachi Materials
1615,Tobi-Kadachi Pelt+,Materials,Kadachi Materials+
1616,Tobi-Kadachi Claw+,Materials,Kadachi Materials+
1617,Tobi-Kadachi Electrode+,Materials,Kadachi Materials+
1618,Nergigante Shell,Materials,Nergigante Materials
1619,Nergigante Tail,Materials,Nergigante Materials
1620,Nergigante Regrowth Plate,Materials,Nergigante Materials
1621,Nergigante Talon,Materials,Nergigante Materials+
1622,Nergigante Horn+,Materials,Nergigante Materials+
1623,Nergigante Gem,Materials,Nergigante Materials+
1624,Kulve Taroth Golden Scale,Materials,Kulve Taroth Materials+
1625,Kulve Taroth Golden Shell,Materials,Kulve Taroth Materials+
1626,Kulve Taroth Golden Spiralhorn,Materials,Kulve Taroth Materials+
1627,Fulgur Anjanath Scale,Materials,Fulgur Anjanath Materials
1628,Fulgur Anjanath Pelt,Materials,Fulgur Anjanath Materials
1629,Fulgur Anjanath Fang,Materials,Fulgur Anjanath Materials
1630,Fulgur Anjanath Lash,Materials,Fulgur Anjanath Materials+
1631,Fulgur Anjanath Nosebone,Materials,Fulgur Anjanath Materials+
1632,Fulgur Anjanath Mantle,Materials,Fulgur Anjanath Materials+
1633,Velkhana Shell,Materials,Velkhana Materials
1634,Velkhana Wing,Materials,Velkhana Materials
1635,Velkhana Claw,Materials,Velkhana Materials
1636,Velkhana Lash,Materials,Velkhana Materials+
1637,Velkhana Crownhorn,Materials,Velkhana Materials+
1638,Velkhana Crystal,Materials,Velkhana Materials+
1639,Red's Notes #1,Key Items,Key Items
1640,Red's Notes #2,Key Items,Key Items
1641,Red's Notes #3,Key Items,Key Items
1642,Red's Notes #4,Key Items,Key Items
1643,Red's Notes #5,Key Items,Key Items
1644,Red's Notes #6,Key Items,Key Items
1645,Red's Notes #7,Key Items,Key Items
1647,Red's Notes #8,Key Items,Key Items
1649,Red's Notes #9,Key Items,Key Items
1652,White Dress,Key Items,Outfits for Ena
1653,Tropical Dress,Key Items,Outfits for Ena
1654,Kuan Coat,Key Items,Outfits for Ena
1655,Ancient Raiment,Key Items,Outfits for Ena
1656,Felyne Shelter Garb,Key Items,Outfits for Ena
1657,Cheerleader (Blue),Key Items,Outfits for Ena
1658,Cheerleader (Orange),Key Items,Outfits for Ena
1659,Cheerleader (Pink),Key Items,Outfits for Ena
1660,Blue Traveling Gear,Key Items,Outfits for Ena
1661,Pink Traveling Gear,Key Items,Outfits for Ena
1662,Kamura Maiden Outfit,Key Items,Outfits for Ena
1672,Downy Duds,Key Items,Outfits for Navirou
1673,Kulu-Ya-Ku Costume,Key Items,Outfits for Navirou
1674,Legiana Costume,Key Items,Outfits for Navirou
1675,Paolumu Costume,Key Items,Outfits for Navirou
1676,Anjanath Costume,Key Items,Outfits for Navirou
1677,Fulgur Anjanath Costume,Key Items,Outfits for Navirou
1678,Velkhana Costume,Key Items,Outfits for Navirou
1702,Character Edit Ticket,Key Items,Tickets
1703,Character Edit Ticket,Key Items,Tickets
1704,Character Edit Ticket,Key Items,Tickets
1705,Character Edit Ticket,Key Items,Tickets
1706,Character Edit Ticket,Key Items,Tickets
1707,Character Edit Ticket,Key Items,Tickets
1708,Character Edit Ticket,Key Items,Tickets
1709,Character Edit Ticket,Key Items,Tickets
1710,Character Edit Ticket,Key Items,Tickets
1711,Character Edit Ticket,Key Items,Tickets
1712,Character Edit Ticket,Key Items,Tickets
1713,Character Edit Ticket,Key Items,Tickets
1714,Character Edit Ticket,Key Items,Tickets
1715,Character Edit Ticket,Key Items,Tickets
1716,Character Edit Ticket,Key Items,Tickets
1717,Character Edit Ticket,Key Items,Tickets
1718,Character Edit Ticket,Key Items,Tickets
1719,Character Edit Ticket,Key Items,Tickets
1720,Character Edit Ticket,Key Items,Tickets
1721,Character Edit Ticket,Key Items,Tickets
1727,Hunter Sticker Set,Key Items,Key Items
1735,Spiky Nergal,Key Items,Hairstyles
1736,Shaggy Legiana,Key Items,Hairstyles
1737,Lumu Afro,Key Items,Hairstyles
1738,Mizutsune Braid,Key Items,Hairstyles
1739,Mohawk Kulu,Key Items,Hairstyles
1740,Mohawk Zuros,Key Items,Hairstyles
1741,Shaggy Narga,Key Items,Hairstyles
1742,Spiky Rathalos,Key Items,Hairstyles
1743,Conga Cone,Key Items,Hairstyles
1744,Barroth Pompadour,Key Items,Hairstyles
1745,Brachy Pompadour,Key Items,Hairstyles
1746,Royal Rolls,Key Items,Hairstyles
1747,Funky Kut-Ku,Key Items,Hairstyles
1748,Kelbi Braid,Key Items,Hairstyles
1749,Spiky Rathian,Key Items,Hairstyles
1750,Barioth Braids,Key Items,Hairstyles
