ID,Name
1243,BBQ with Mask
1244,Sharpen w/ Mask
1245,Return via Mask
1246,Slime S
1247,DUMMY 143
1248,Flying Wyverns Vol 1
1249,Flying Wyverns Vol 2
1250,Flying Wyverns Vol 3
1251,Bird Wyverns Vol 1
1252,Bird Wyverns Vol 2
1253,Brute Wyverns Vol 1
1254,Brute Wyverns Vol 2
1255,Brute Wyverns Vol 3
1256,Leviathans Vol 1
1257,Leviathans Vol 2
1258,Leviathans Vol 3
1259,Fanged Wyverns Vol 1
1260,Fanged Wyverns Vol 2
1261,Fanged Beasts
1262,Invalid Message
1263,Piscine Wyverns
1264,Elder Dragons Vol 1
1265,Elder Dragons Vol 2
1266,Elder Dragons Vol 3
1267,Lynians
1268,Neopteron
1269,Herbivores Vol 1
1270,Herbivores Vol 2
1271,Deviljho
1272,Brachydios
1273,Dire Miralis
1274,Plesioth Vol 1
1275,Plesioth Vol 2
1276,Deodorant
1277,Emperor Hopper
1278,Elder Dragonbone
1279,DUMMY 145
1280,Purecrystal
1281,Adamant Orb
1282,Lagiacrus Piel
1283,DUMMY 146
1284,Nightmarish Maw
1285,DUMMY 147
1286,DUMMY 148
1287,DUMMY 149
1288,Slime Coating
1289,DUMMY 150
1290,Blossom Cricket
1291,L. Narg Tailspear
1292,DUMMY 151
1293,G. Narg Tailspear
1294,DUMMY 152
1295,Agnaktor Cortex
1296,Revolting Piel
1297,Cryo Sac
1298,Flood Sac
1299,Monster Essence
1300,DUMMY 153
1301,Massive Bone
1302,DUMMY 154
1303,Prized Pelt
1304,DUMMY 155
1305,DUMMY 156
1306,Speartuna
1307,Nargacuga Pelt +
1308,Narga Razor
1309,VE Ticket
1310,VE Deluxe Ticket
1311,VE Bronze Ticket
1312,VE Silver Ticket
1313,VE Golden Ticket
1314,VE Cosmic Ticket
1315,DUMMY 157
1316,DUMMY 158
1317,Maiden Butterfly
1318,DUMMY 159
1319,DUMMY 160
1320,DUMMY 161
1321,DUMMY 162
1322,DUMMY 163
1323,Chum-Chum Ticket
1324,DUMMY 164
1325,Lagia Hardhorn
1326,DUMMY 165
1327,DUMMY 166
1328,DUMMY 167
1329,Heftcorn
1330,DUMMY 210
1331,DUMMY 212
1332,Bullfango Tusk
1333,DUMMY 168
1334,DUMMY 169
1335,DUMMY 170
1336,Butterfly Beetle
1337,DUMMY 171
1338,DUMMY 172
1339,Diablos Hardtail
1340,Barroth Lash
1341,DUMMY 173
1342,DUMMY 174
1343,DUMMY 175
1344,Scalding Pleura
1345,DUMMY 176
1346,Crested Crown
1347,Royal Crest
1348,Realmless Crown
1349,Giant Fossil
1350,DUMMY 177
1351,R. Ludroth Lash
1352,Mohran Shard
1353,Mohran Rockskin
1354,Mohran Allbrace
1355,Rathalos Wing
1356,Plesioth Webbing
1357,Hrd Ples Webbing
1358,Fish
1359,DUMMY 178
1360,DUMMY 179
1361,Small Golden Egg
1362,Bronze Coin
1363,Silver Coin
1364,Gold Coin
1365,Sparkly Fragment
1366,Plesioth Head
1367,Uber Plesio Head
1368,Beast Coin
1369,Flying Coin
1370,Piscine Coin
1371,Brute Coin
1372,Port Gal (Red)
1373,Port Gal (Blue)
1374,Port Gal (Green)
1375,Port Gal (White)
1376,Slickaxe
1377,Mooncatcher Fang
1378,Glossy Scale
1379,DUMMY 180
1380,DUMMY 181
1381,DUMMY 182
1382,DUMMY 183
1383,DUMMY 184
1384,DUMMY 185
1385,DUMMY 186
1386,DUMMY 187
1387,DUMMY 188
1388,DUMMY 189
1389,DUMMY 190
1390,DUMMY 191
1391,Thick Skull
1392,Savory Bear Paw
1393,Peco Pipes
1394,Billowy Mane
1395,Volvidon Tongue
1396,Quality Mud Pack
1397,DUMMY 192
1398,DUMMY 193
1399,Rathian Loin
1400,Tender Liver
1401,P. Rathian Loin
1402,Supersize Scale
1403,Rathalos Ribs
1404,Prime Plesioth
1405,Diablos Heart
1406,Bag of Zs
1407,Large Obsidian
1408,Duram Truffle
1409,DUMMY 194
1410,Zinogre Head
1411,DUMMY 195
1412,Nargacuga Eye
1413,Celestial Scale
1414,Alabaster Scale
1415,Worldeater Belly
1416,DUMMY 196
1417,DUMMY 197
1418,DUMMY 198
1419,DUMMY 199
1420,DUMMY 200
1421,DUMMY 201
1422,DUMMY 202
1423,DUMMY 203
1424,DUMMY 204
1425,DUMMY 205
1426,Exquisite Meat
1427,DUMMY
1428,Top Secret Formula
1429,Flashbolt Diploma
1430,DUMMY 207
1431,DUMMY
1432,Captain's IOU
1433,Hades's Skull
1434,DUMMY
1435,Crown of Glory
1436,DUMMY
1437,DUMMY
1438,Medal Voucher G
1439,Far East Sword
1440,DUMMY
1441,DUMMY
1442,Miniature Ticket
1443,Fierce Soul
1444,DUMMY 220
1445,Flying Wyverns Vol 4
1446,Flying Wyverns Vol 5
1447,Def Lock Jewel 1
1448,Sterile Jewel 1
1449,Aseptic Jewel 1
1450,Blaze Jewel 1
1451,Blaze Jewel 2
1452,Stream Jewel 1
1453,Stream Jewel 2
1454,Bolt Jewel 1
1455,Bolt Jewel 2
1456,Frost Jewel 1
1457,Frost Jewel 2
1458,Dragon Jewel 1
1459,Dragon Jewel 2
1460,Tenderizer Jwl 1
1461,Tenderizer Jwl 3
1462,Destroyer Jwl 1
1463,Destroyer Jwl 3
1464,Throttle Jewel 1
1465,Throttle Jewel 2
1466,KO Jewel 1
1467,Drain Jewel 1
1468,Drain Jewel 2
1469,Sonorous Jewel 1
1470,Artillery Jwl 1
1471,Resistor Jewel 3
1472,Nul-Fire Jewel 1
1473,Nul-Water Jwl 1
1474,Nul-Thundr Jwl 1
1475,Nul-Ice Jewel 1
1476,Nul-Dragon Jwl 1
1477,Sheath Jewel 1
1478,Sheath Jewel 2
1479,Refresh Jewel 1
1480,Refresh Jewel 2
1481,Ranger Jewel 1
1482,SlicePlus jwl 1
1483,Paracoat Jewel 1
1484,Paracoat Jewel 2
1485,Sleepcoat Jwl 1
1486,Poisoncoat Jwl 1
1487,Powercoat Jwl 1
1488,Powercoat Jwl 2
1489,Rangecoat Jwl 1
1490,Draincoat Jwl 1
1491,Stopflow Jewel 2
1492,Guts Jewel 1
1493,Guts Jewel 2
1494,Meateater Jwl 1
1495,Meatlover Jwl 1
1496,Slider Jewel 1
1497,Glider Jewel 1
1498,Honeybee Jewel 1
1499,Queenbee Jewel 1
1500,Biology Jewel 1
1501,Microbio Jewel 1
1502,Spirit Jewel 1
1503,Spirit Jewel 2
1504,Flawless Jewel 1
1505,Flawless Jewel 2
1506,Steady Jewel 1
1507,Steady Jewel 3
1508,Fish Jewel 1
1509,Fish Jewel 2
1510,Player Jewel 1
1511,Morale Jewel 1
1512,Leader Jewel 1
1513,Leader Jewel 2
1514,Dust of Life
1515,KO Jewel 2
1516,Diablos Hardhorn
1517,Ghostly Quartz
1518,Crushing Fang
1519,Cloudy Moonshard
1520,Bulky Pelt
1521,Excellent Fang
1522,Fish with mask
1523,Gloamgrass Bud
1524,Platinum Needle
1525,Goldmine Fang
1526,Wyverngold Lode
1527,Charmer Jewel 1
1528,Dracophage Bug
1529,Tamzia Chips
1530,SlimePlus Jwl 1
1531,Slimecoat Jwl 1
