ID,Name,Rarity
1054,Gobbler Jewel 3,6
1055,Carver Jewel 1,4
1056,Carver Jewel 3,6
1057,Footing Jewel 1,4
1058,Tectonic Jewel 1,4
1059,Jumping Jewel 1,4
1060,Draw Jewel 1,4
1061,Draw Jewel 2,5
1062,Trapmaster Jwl 1,4
1063,Physique Jewel 1,4
1064,Physique Jewel 2,5
1065,Capture Jewel 1,4
1066,Capture Jewel 3,6
1067,Perception Jwl 1,4
1068,Charger Jewel 1,4
1069,Charger Jewel 3,6
1070,Gambit Jewel 1,4
1071,Gambit Jewel 3,6
1072,Resistor Jewel 1,4
1073,Release Jewel 2,5
1074,Catalyst Jewel 3,6
1075,Fortitude Jwl 1,4
1076,Fortitude Jwl 2,5
1077,Salvo Jewel 1,4
1078,Salvo Jewel 3,6
1079,Torchlight Jwl 1,4
1080,Def Lock Jewel 1,4
1081,Blaze Jewel 1,4
1082,Blaze Jewel 2,5
1083,Stream Jewel 1,4
1084,Stream Jewel 2,5
1085,Bolt Jewel 1,4
1086,Bolt Jewel 2,5
1087,Frost Jewel 1,4
1088,Frost Jewel 2,5
1089,Dragon Jewel 1,4
1090,Dragon Jewel 2,5
1091,Tenderizer Jwl 1,4
1092,Tenderizer Jwl 3,6
1093,Destroyer Jwl 1,4
1094,Destroyer Jwl 3,6
1095,Throttle Jewel 1,4
1096,Throttle Jewel 2,5
1097,KO Jewel 1,4
1098,Drain Jewel 1,4
1099,Drain Jewel 2,5
1100,Sonorous Jewel 1,4
1101,Artillery Jwl 1,4
1102,Resistor Jewel 3,6
1103,Nul-Fire Jewel 1,4
1104,Nul-Water Jwl 1,4
1105,Nul-Thundr Jwl 1,4
1106,Nul-Ice Jewel 1,4
1107,Nul-Dragon Jwl 1,4
1108,Sheath Jewel 1,4
1109,Sheath Jewel 2,5
1110,Refresh Jewel 1,4
1111,Refresh Jewel 2,5
1112,Ranger Jewel 1,4
1113,SlicePlus Jwl 1,4
1114,Paracoat Jewel 1,4
1115,Paracoat Jewel 2,5
1116,Sleepcoat Jwl 1,4
1117,Poisoncoat Jwl 1,4
1118,Powercoat Jwl 1,4
1119,Powercoat Jwl 2,5
1120,Rangecoat Jwl 1,4
1121,Draincoat Jwl 1,4
1122,Guts Jewel 1,4
1123,Guts Jewel 2,5
1124,Meateater Jwl 1,4
1125,Meatlover Jwl 1,4
1126,Honeybee Jewel 1,4
1127,Queenbee Jewel 1,4
1128,Biology Jewel 1,4
1129,Microbio Jewel 1,4
1130,Spirit Jewel 1,4
1131,Spirit Jewel 2,5
1132,Flawless Jewel 1,4
1133,Flawless Jewel 2,5
1134,Steady Jewel 1,4
1135,Steady Jewel 3,6
1136,Player Jewel 1,4
1137,Morale Jewel 1,4
1138,Leader Jewel 1,4
1139,Leader Jewel 2,4
1140,KO Jewel 2,5
1141,Charmer Jewel 1,4
1142,BlastPlus Jwl 1,4
1143,Blastcoat Jwl 1,4
1144,Lynians,1
1145,Neopterons Vol 1,2
1146,Nerscylla,1
1147,Seltas Queen,2
1148,Piscine Wyverns Vol1,1
1149,Herbivores Vol 1,1
1150,Herbivores Vol 2,1
1151,Bird Wyverns Vol 1,1
1152,Bird Wyverns Vol 2,1
1153,Bird Wyverns Vol 3,2
1154,Fanged Beasts Vol 1,1
1155,Fanged Beasts Vol 2,1
1156,Fanged Beasts Vol 3,2
1157,Rajang,3
1158,Tetsucabra,2
1159,Zamtrios,2
1160,Snake Wyverns Vol 1,2
1161,Brachydios,2
1162,Deviljho,3
1163,Flying Wyverns Vol 1,1
1164,Flying Wyverns Vol 2,2
1165,Flying Wyverns Vol 3,2
1166,Flying Wyverns Vol 4,2
1167,Flying Wyverns Vol 5,3
1168,Flying Wyverns Vol 6,3
1169,Gore Magala,2
1170,Akantor,3
1171,Fanged Wyverns Vol 1,2
1172,Fanged Wyverns Vol 2,2
1173,Kirin,2
1174,Oroshi Kirin,3
1175,Shagaru Magala,3
1176,Dah'ren Mohran,3
1177,Kushala Daora,3
1178,Teostra,3
1179,Dalamadur,3
1180,Fatalis,3
1181,Honed Jwl 1,4
1182,Honed Jwl 2,5
1183,Honed Jwl 3,6
1184,True Honed Jwl 3,7
1185,Calm Jwl 1,4
1186,Calm Jwl 2,5
1187,Calm Jwl 3,6
1188,True Calm Jwl 3,7
1189,Hale Jwl 1,4
1190,Hale Jwl 2,5
1191,Hale Jwl 3,6
1192,True Hale Jwl 3,7
1193,Ire Jwl 1,4
1194,Ire Jwl 2,5
1195,Ire Jwl 3,6
1196,True Ire Jwl 3,7
1197,Nimble Jwl 1,4
1198,True Nimble Jwl 1,5
1199,Nimble Jwl 2,5
1200,Nimble Jwl 3,6
1201,True Nimble Jwl 3,7
1202,Hardy Jwl 1,4
1203,True Hardy Jwl 1,5
1204,Hardy Jwl 2,5
1205,Hardy Jwl 3,6
1206,True Hardy Jwl 3,7
1207,Withdrawn Jwl 1,4
1208,Withdrawn Jwl 3,6
1209,Impactful Jwl 1,4
1210,Impactful Jwl 3,6
1211,Intense Jwl 2,5
1212,Intense Jwl 3,6
1213,Aegis Jwl 2,5
1214,Aegis Jwl 3,6
1215,Tactful Jwl 2,5
1216,Tactful Jwl 3,6
1217,Broad Jwl 2,5
1218,Broad Jwl 3,6
1219,Trove Jwl 1,4
1220,True Trove Jwl 1,5
1221,Trove Jwl 2,5
1222,True Trove Jwl 2,6
1223,Trove Jwl 3,6
1224,Avid Jwl 1,4
1225,True Avid Jwl 1,5
1226,Avid Jwl 2,5
1227,True Avid Jwl 2,6
1228,Avid Jwl 3,6
1229,Power++ Nectar,6
1230,Stamina++ Nectar,6
1231,Speed++ Nectar,6
1232,Nectar: Fire++,6
1233,Nectar: Water++,6
1234,Nectar: Thunder++,6
1235,Nectar: Ice++,6
1236,Nectar: Dragon++,6
1237,Wystone Lv1: Brace,5
1238,Wystone Lv1: Element,5
1239,Wystone Lv1: Force,5
1240,Wystone Lv1: Drive,5
1241,Piscine Wyverns Vol2,3
1242,Herbivores Vol 3,3
1243,Carapaceons Vol 1,3
1244,Carapaceons Vol 2,3
1245,Neopterons Vol 2,3
1246,Neopterons Vol 3,3
1247,Flying Wyverns Vol 7,3
1248,Flying Wyverns Vol 8,3
1249,Seregios,3
1250,Fanged Beasts Vol 4,3
1251,Amphibians,3
1252,Snake Wyverns Vol 2,3
1253,dummy005,0
1254,Ukanlos,4
1255,Elder Dragons,4
1256,Gogmazios,4
1257,Coinperch S,4
1258,Coinperch M,4
1259,Coinperch L,5
1260,Cathangeafish Fry,4
1261,Cathangeafish,4
1262,Dundorma Tuna,5
1263,Temnocerans,3
1264,Rathian Shard,8
1265,Rathian Cortex,8
1266,Rathian Surspike,8
1267,Rathian Mantle,9
1268,Rath Wingtalon+,8
1269,P.Rathian Shard,8
1270,P.Rathian Cortex,8
1271,G.Rathian Shard,8
1272,G.Rathian Cortex,8
1273,G.Rath Surspike,8
1274,Firegleam Dollop,9
1275,Rathalos Shard,8
1276,Rathalos Cortex,8
1277,Rathalos Lash,8
1278,Rathalos Fellwing,8
1279,Rathalos Mantle,9
1280,A.Rathalos Shard,8
1281,A.Rathalos Cortex,8
1282,A.Rathalos Lash,8
1283,S.Rathalos Shard,8
1284,S.Rath Cortex,8
1285,S.Rath Lash,8
1286,Kut-Ku Shard,8
1287,Kut-Ku Cortex,8
1288,Kut-Ku Fellwing,8
1289,Kut-Ku Luckear,8
1290,Blue Kut-Ku Shard,8
1291,Blue Kut-Ku Cortex,8
1292,Garuga Shard,8
1293,Garuga Cortex,8
1294,Garuga Silverpelt,8
1295,Garuga Fellwing,8
1296,Garuga Lash,8
1297,Rubbery Finehide,8
1298,Gypceros Hardhead,8
1299,Rubbery Purple Hide+,8
1300,P.Gypceros Fellwing,8
1301,Tigrex Shard,8
1302,Tigrex Cortex,8
1303,Tigrex Hardfang,8
1304,Tigrex Hardclaw,8
1305,Tigrex Lash,8
1306,Tigrex Mantle,9
1307,B.Tigrex Shard,8
1308,B.Tigrex Cortex,8
1309,B.Tigrex Hardfang,8
1310,B.Tigrex Hardclaw,8
1311,M.Tigrex Shard,8
1312,M.Tigrex Cortex,8
1313,M.Tigrex Hardfang,8
1314,M.Tigrex Trigger,8
1315,M.Tigrex Lash,8
1316,Dire Blastheart,9
1317,Ioprey Piel,8
1318,Velocidrome Hardclaw,8
1319,Congalala Fur,8
1320,Congalala Hardclaw,8
1321,Beastly Fang,8
1322,E.Congalala Fur,8
1323,E.Congalala Hardclaw,8
1324,Vibrant Comb,8
1325,Rajang Wildpelt,8
1326,Rajang Hardhorn,8
1327,Rajang Hardfang,8
1328,Rajang Hardclaw,8
1329,Gold Rajang Pelt+,8
1330,Rajang Apoplexy,8
1331,Ghoulish Gold Gorer,9
1332,Rajang Heart,9
1333,Kecha Fur,8
1334,Kecha Leadbone,8
1335,Kecha Auricle,8
1336,Kecha Ripper,8
1337,Kecha Lash,8
1338,A.Kecha Fur,8
1339,A.Kecha Leadbone,8
1340,A.Kecha Auricle,8
1341,A.Kecha Ripper,8
1342,A.Kecha Lash,8
1343,Tetsucabra Shard,8
1344,Tetsucabra Cortex,8
1345,Tetsucabra Gnawrl,8
1346,Tetsucabra Hardclaw,8
1347,Vicious Visage,8
1348,B.Tetsucabra Shard,8
1349,B.Tetsucabra Cortex,8
1350,B.Tetsucabra Gnawrl,8
1351,B.TetsucabraHardclaw,8
1352,Zamtrios Shard,8
1353,Zamtrios Piel,8
1354,Zamtrios Grandfin,8
1355,Zamtrios Sawtooth+,8
1356,Zamtrios Tailbrand,8
1357,T.Zamtrios Shard,8
1358,T.Zamtrios Piel,8
1359,T.Zamtrios Grandfin,8
1360,T.Zamtrios Sawtooth+,8
1361,T.Zamtrios Tailbrand,8
1362,Najarala Piel,8
1363,Najarala Cortex,8
1364,Heart-stopping Beak,9
1365,Najarala Ampsounder,8
1366,T.Najarala Piel,8
1367,T.Najarala Cortex,8
1368,T.Najarala Splasher,8
1369,Dalamadur Steel+,8
1370,Dalamadur Glaive+,8
1371,Dalamadur Pectus+,8
1372,Dalamadur Ripper,8
1373,Dalamadur Fanblade+,8
1374,Dalam Tail Scale+,8
1375,Dalam Tail Shell+,8
1376,Skyblade Drgnsphire,9
1377,S.Dalamadur Steel+,8
1378,S.Dalamadur Glaive+,8
1379,S.Dalamadur Gazer,8
1380,S.Dalamadur Pectus+,8
1381,S.Dalamadur Ripper,8
1382,S.Dalam Fanblade+,8
1383,S.Dalam Tail Scale+,8
1384,S.Dalam Tail Shell+,8
1385,Seltas Cortex,8
1386,Seltas Razorwing,8
1387,Seltas Hardhorn,8
1388,D.Seltas Cortex,8
1389,D.Seltas Razorwing,8
1390,D.Seltas Hardhorn,8
1391,S.Queen Cortex,8
1392,S.Queen Pectus+,8
1393,S.Queen Maw,8
1394,S.Queen Hardclaw,8
1395,S.Queen Moonlash,8
1396,D.S.QueenConcentrate,8
1397,D.S.Queen Cortex,8
1398,D.S.Queen Pectus+,8
1399,D.S.Queen Maw,8
1400,D.S.Queen Hardclaw,8
1401,D.S.Queen Moonlash,8
1402,Nerscylla Cortex,8
1403,Nerscylla Scishorn,8
1404,Nerscylla Hardclaw,8
1405,Nerscylla Surspike,8
1406,S.Nerscylla Cortex,8
1407,S.Nerscylla Scishorn,8
1408,S.Nerscylla Hardclaw,8
1409,S.Nerscylla Surspike,8
1410,Gore Magala Shard,8
1411,Gore Magala Cortex,8
1412,Gore Magala Sensor,8
1413,Gore Magala Shredder,8
1414,Gore Magala Eclipse,8
1415,Gore Magala Lash,8
1416,Gore Magala Mantle,9
1417,Chaos Scale,8
1418,Diametrical Horn,8
1419,Antinomic Wing,8
1420,Contrary Scale,9
1421,S.Magala Shard,8
1422,S.Magala Cortex,8
1423,S.Magala Hardhorn,8
1424,S.Magala Purifier,8
1425,S.Magala Lightwing,8
1426,S.Magala Lash,8
1427,S.Magala Mantle,9
1428,Daora Cortex,8
1429,Daora Hardhorn,8
1430,Daora Fellwing,8
1431,Daora Lash,8
1432,Daora Shard,8
1433,Daora Hardclaw,8
1434,Steelrust Drakeshell,8
1435,Silverpeak Corona,9
1436,Steelrust Claw,8
1437,Maelstriker Wing,8
1438,Steelrust Scale,8
1439,Flame Shard,8
1440,Teostra Cortex,8
1441,Teostra Hardhorn,8
1442,Fire Dragon Hardclaw,8
1443,Teostra Lash,8
1444,Akantor Shard,8
1445,Akantor Cortex,8
1446,Akantor Greatfang,8
1447,Akantor Shredtalon,8
1448,Akantor Thickspike,8
1449,Akantor Flail,8
1450,Conquest Sphere,9
1451,Kirin Finehide,8
1452,Kirin Azure Peak,8
1453,Platinum Mane,8
1454,Kirin Thunderlash,8
1455,Kirin Ice Peak,8
1456,Kirin Frostlash,8
1457,Pearl Glosshide,8
1458,Khezu Special Cut,8
1459,Alluring Glosshide,8
1460,Alluring Fellwing,8
1461,Basarios Cortex,8
1462,Basarios Fellwing,8
1463,R.Basarios Cortex,8
1464,R.Basarios Fellwing,8
1465,Gravios Cortex,8
1466,Gravios Crown,8
1467,Gravios Fellwing,8
1468,Gravios Pallium,9
1469,B.Gravios Cortex,8
1470,B.Gravios Crown,8
1471,B.Gravios Pallium,9
1472,Deviljho Shard,8
1473,Deviljho Blackpiel,8
1474,Deviljho Hardfang,8
1475,Deviljho Ripper,8
1476,Deviljho Flail,8
1477,Deviljho Crook,9
1478,Bloodied Ebonhide,8
1479,Vile Fang,8
1480,Brach Cortex,8
1481,Fine Brach Ebonshell,8
1482,Brach Crown,8
1483,Brach Pounder+,8
1484,Brach Lash,8
1485,Brach Pallium,9
1486,Glowing Slime,8
1487,dummy006,0
1488,dummy007,0
1489,dummy008,0
1490,dummy009,0
1491,dummy010,0
1492,dummy011,0
1493,D.Mohran Rockskin,8
1494,D.Mohran Heavyscale,8
1495,Brutal Biter,8
1496,D.Mohran Allbrace,8
1497,Earth Dragonsphire,9
1498,Lagombi Fur,8
1499,Lagombi Auricle,8
1500,Zinogre Electrofur+,8
1501,Zinogre Cortex,8
1502,Zinogre Hardhorn,8
1503,Zinogre Hardclaw,8
1504,Zinogre D-Shocker,8
1505,Zinogre Lash,8
1506,Zinogre Skymerald,9
1507,S.Zin Dragonlocks,8
1508,S.Zinogre Cortex,8
1509,S.Zinogre Hardhorn,8
1510,S.Zinogre Hardclaw,8
1511,S.Zinogre Drakehold,8
1512,S.Zinogre Lash,8
1513,S.Zinogre Skymerald,9
1514,Seregios Slavescale,6
1515,Seregios Slavescale+,8
1516,Seregios Airblade,6
1517,Seregios Airblade+,8
1518,Seregios Carver,6
1519,Seregios Carver+,8
1520,Seregios Impaler,6
1521,Seregios Impaler+,8
1522,Seregios Breacher,6
1523,Seregios Breacher+,8
1524,Seregios Scraper,6
1525,Seregios Scraper+,8
1526,Seregios Dissenter,7
1527,Seregios Lens,9
1528,Gogmazios Battlement,8
1529,Gogmazios Fortress,8
1530,Gogmazios Gasher,8
1531,Gogmazios Offenders,8
1532,Gogmazios Fiberwing,8
1533,Gogmazios Briartail,8
1534,Wartorn Dragonsphire,9
1535,Heavy Drakesbone Oil,8
1536,Diablos Cortex,8
1537,Diablos Chine,8
1538,Twisted Stouthorn,8
1539,Diablos Hardhorn,9
1540,Diablos Tailcase+,8
1541,Blos Medulla,7
1542,B.Diablos Cortex,8
1543,B.Diablos Chine,8
1544,Blackcurl Stouthorn,8
1545,Monoblos Carapace,6
1546,Monoblos Cortex,8
1547,Monoblos Thoracic,6
1548,Monoblos Chine,8
1549,Scarlet Finehorn,6
1550,Scarlet Stouthorn,8
1551,Monoblos Heart,6
1552,W.Monoblos Cortex,8
1553,W.Monoblos Chine,8
1554,Argent Stouthorn,8
1555,Hermitaur Cortex,8
1556,Hermitaur Hardclaw,8
1557,Black Pearl,6
1558,Fine Black Pearl,8
1559,Wyvern Scalp,6
1560,Hermitaur Purpshell,8
1561,Hermitaur Purpclaw,8
1562,Cephalos Shard,8
1563,Cephalos Purpscale,8
1564,Cephalos Grandfin,8
1565,Cephalos Pinkfin,8
1566,Cephalos Fang+,6
1567,Cephalos Hardfang,8
1568,Piscine Liver,3
1569,Ukanlos Cortex,8
1570,Ukanlos Underscale,6
1571,Ukanlos Underscale+,8
1572,Ukanlos Tail,6
1573,Ukanlos Flail,8
1574,Ukanlos Digger,6
1575,Ukanlos Digger+,8
1576,Ukanlos Shoveljaw+,8
1577,Ukanlos Fin+,6
1578,Ukanlos Strongfin,8
1579,Ukanlos Stone,9
1580,Chameleos Finehide,8
1581,Chameleos Hardhorn,8
1582,Chameleos Fellwing,8
1583,Chameleos Lash,8
1584,Fatalis Shard,8
1585,Fatalis Cortex,8
1586,Fatalis Hardhorn,8
1587,Fatalis Evil Eye,8
1588,Fatalis Fellwing,8
1589,Fatalis Flamescale,8
1590,Fatalis Flameshell,8
1591,Fatalis Flamehorn,8
1592,Fatalis Flamewing,8
1593,Fatalis Devileye+,8
1594,Old Fatalis Shard,8
1595,Old Fatalis Cortex,8
1596,Old Fatalis Fellwing,8
1597,Old Fatalis Hardhorn,8
1598,Old Fatalis Souleye,8
1599,Deadly Poison Sac,8
1600,Conflagrant Sac,8
1601,Flood Sac,8
1602,Cryo Sac,8
1603,Lightning Sac,8
1604,Omniplegia Sac,8
1605,Coma Sac,8
1606,Fey Wyvern Gem,9
1607,Paddock Cream,8
1608,Lrg ElderDragon Bone,8
1609,Lrg Elder Dragon Gem,9
1610,Lrg Wyvern Gem,9
1611,Monster Slogbone,8
1612,Dragonbone Artifact,8
1613,Massive Bone,8
1614,Prized Pelt,8
1615,Rhenoplos Bone,8
1616,Avian Stoutbone,8
1617,Remobra Finehide,8
1618,Meaty Piel,8
1619,Crushing Fang,8
1620,Sml Hermitaur Shell,6
1621,Piercing Claw,8
1622,Bnahabra Razorwing,8
1623,Konchu Cortex,8
1624,Monster Essence,8
1625,Carapaceon Brains,3
1626,Carapaceon Brains+,3
1627,Crab Pearl,3
1628,Crab Pearl+,3
1629,Emperor Hopper,8
1630,Flutterfly,8
1631,Elder Bfly Beetle,8
1632,Great Elder Hornfly,8
1633,Divine Rhino,4
1634,Meteor Crystal,8
1635,Eltalite Ore,8
1636,Meldspar Ore,8
1637,Allfire Stone,8
1638,Purecrystal,8
1639,Cosmicite Ore,8
1640,Distorted Fragment,8
1641,Ultimate Abrasive,7
1642,Sovereign Orb,8
1643,Strong Armor Sphere,8
1644,Divine Armor Sphere,9
1645,Pure Frenzy Crystal,7
1646,Zenith Wyvern Gem,8
1647,Zenith Wyvern Gem L,9
1648,Enduring Charm,7
1649,Graven Charm,7
1650,Champion's Weapon,8
1651,Beshackled Weapon,9
1652,Champion's Armor,8
1653,Beshackled Armor,9
1654,Gloamgrass Bud,5
1655,Humble Scrap+,6
1656,Handsome Scrap+,6
1657,Gargwa Scrap+,6
1658,Arzuros Scrap+,6
1659,Rhenoplos Scrap+,6
1660,Great Jaggi Scrap+,6
1661,Bnahabra Scrap+,6
1662,Bulldrome Scrap+,6
1663,Slagtoth Scrap+,6
1664,Volvidon Scrap+,6
1665,Cephalos Scrap+,6
1666,Konchu Scrap+,6
1667,Kecha Wacha Scrap+,6
1668,Yian Kut-Ku Scrap+,6
1669,Tetsucabra Scrap+,6
1670,Barroth Scrap+,6
1671,Zamtrios Scrap+,6
1672,Lagombi Scrap+,6
1673,Uragaan Scrap+,6
1674,Rathian Scrap+,6
1675,Khezu Scrap+,6
1676,Great Wroggi Scrap+,6
1677,Congalala Scrap+,6
1678,Basarios Scrap+,6
1679,Nerscylla Scrap+,6
1680,Qurupeco Scrap+,6
1681,Nibelsnarf Scrap+,6
1682,Tigrex Scrap+,6
1683,Great Baggi Scrap+,6
1684,Rathalos Scrap+,6
1685,Agnaktor Scrap+,6
1686,Seltas Queen Scrap+,6
1687,Duramboros Scrap+,6
1688,Diablos Scrap+,6
1689,Rajang Scrap+,6
1690,Barioth Scrap+,6
1691,Brach Scrap+,6
1692,Zinogre Scrap+,6
1693,Nargacuga Scrap+,6
1694,Najarala Scrap+,6
1695,Seregios Scrap+,6
1696,Monoblos Scrap+,6
1697,Gravios Scrap+,6
1698,Yian Garuga Scrap+,6
1699,Gypceros Scrap+,6
1700,Dalamadur Scrap+,8
1701,Amatsu Scrap+,8
1702,S.Magala Scrap+,6
1703,Gore Magala Scrap+,6
1704,Kushala Daora Scrap+,6
1705,Ukanlos Scrap+,6
1706,Teostra Scrap+,6
1707,Deviljho Scrap+,6
1708,Kirin Scrap+,6
1709,Akantor Scrap+,6
1710,Alatreon Scrap+,6
1711,Dah'renMohran Scrap+,8
1712,Jhen Mohran Scrap+,8
1713,Gogmazios Scrap+,8
1714,Chameleos Scrap+,6
1715,Dust of Life,5
1716,Black Belt Coin G,7
1717,Expert Coin G,8
1718,Legend Coin G,9
1719,VE Cosmic Ticket,4
1720,Conqueror's Seal,7
1721,Conqueror's Seal G,9
1722,Caravan Ticket G,6
1723,Immenseness Ticket,7
1724,Immenseness Ticket S,8
1725,Proto Wystone: Drive,5
1726,Tropical Berry,3
1727,Portable Steam Bomb,5
1728,Disposable Earplugs,5
1729,Garrison Bllsta Ammo,5
1730,Dense Marcoal,5
1731,EZ Farcaster,2
1732,EZ Lifepowder,2
1733,EZ Dust of Life,3
1734,Meteor Chunk,5
1735,Frozen Berry,3
1736,Poogie Pearl,9
1737,Brach Warhead,8
1738,Brach Obliterator,8
1739,Immortal Reactor,9
1740,Flashpoint Slime,8
1741,G.Plesioth Shard,8
1742,Fine G.Plesioth Fin,8
1743,Gigginox Scrap+,6
1744,Royal Ludroth Scrap+,6
1745,Plesioth Scrap+,6
1746,Lagiacrus Scrap+,8
1747,Hermitaur Scrap+,6
1748,S.Barioth Sharpclaw,6
1749,J.Barroth Thoracic,6
1750,Qurupeco Shard,8
1751,Lustrous Feather,8
1752,C.Qurupeco Fellwing,8
1753,Gobul Piel,8
1754,Gobul Surspike,8
1755,Vespoid Razorwing,8
1756,Arzuros Cortex,8
1757,Nibelsnarf Cortex,8
1758,Dazzling Fluid,9
1759,Ceanataur Terraclaw,8
1760,Barioth Thickfur,8
1761,Heavy Amber Tusk,8
1762,Barroth Cortex,8
1763,Barroth Crown,8
1764,S.Barioth Hardclaw,8
1765,Volvidon Cortex,8
1766,Agnaktor Cortex,8
1767,Fine Agnaktor Fin,8
1768,J.Barroth Cortex,8
1769,Duramboros Cortex,8
1770,Duramboros Hardhorn,8
1771,Durambolite,9
1772,Uragaan Cortex,8
1773,Uragaan Pallium,9
1774,Nargacuga Blackfur+,8
1775,Nargacuga Cutwing+,8
1776,Nargacuga Mantle,9
1777,Lagiacrus Shard,8
1778,Deathly Shocker,8
1779,Lagiacrus Mantle,9
1780,I.Lagi D-Shocker,8
1781,I.Lagi Hardhorn,8
1782,Lavasioth Shard,8
1783,Fine Lavasioth Fin,8
1784,S.Uragaan Scute+,8
1785,Ceadeus Scale,8
1786,Ceadeus Strongfur,8
1787,Deep Dragongem,9
1788,Tsukami Fillet,8
1789,Ancient Dragonmoss,8
1790,Ancient Dragonwood,8
1791,Mohran Rockskin,8
1792,Mohran Allbrace,8
1793,Deific Fang,9
1794,Lunastra Cortex,8
1795,Lunastra Tail,8
1796,Lao-Shan Azure Claw,8
1797,Miralis Scale,8
1798,Miralis Smelter,8
1799,Dire Dragongem,9
1800,A.Lagi D-Shocker,8
1801,A.Lagi Dynamo,9
1802,L.Nargacuga Razor,8
1803,Cloudy Moonshard,9
1804,Lao-Shan Cortex,8
1805,Lao-Shan Shard,8
1806,Lao-Shan Mantle,9
1807,Amatsu Carapace,8
1808,Amatsu Webbing,8
1809,Heavenly Dragongem,9
1810,Alatreon Mantle,9
1811,Alatreon Riptalon,8
1812,Azure Dragonsphire,9
1813,Wystone Lv2: Brace,6
1814,Wystone Lv2: Element,6
1815,Wystone Lv2: Force,6
1816,Wystone Lv2: Drive,6
1817,Fardrake's Eye,5
1818,CritElementJwl 1,4
1819,CritElementJwl 2,5
1820,Crit Status Jwl 1,4
1821,Crit Status Jwl 2,5
1822,Precise Jewel 1,4
1823,Precise Jewel 2,5
1824,Fungiform Jewel 1,4
1825,Satiated Jewel 1,4
1826,Staunch Jewel 1,4
1827,Clean Jewel 1,4
1828,Rodeo Jewel 1,4
1829,Sane Jewel 1,4
1830,Sane Jewel 3,6
1831,Artisan Jewel 3,6
1832,Defense Jewel 3,6
1833,TrueCatalystJwl 3,7
1834,Cutting Jwl 1,4
1835,Cutting Jwl 2,5
1836,Cutting Jwl 3,6
1837,TrueCuttingJwl 3,7
1838,Arcane Jwl 1,4
1839,Arcane Jwl 2,5
1840,Arcane Jwl 3,6
1841,True Arcane Jwl 3,7
1842,Brawn Jwl 1,4
1843,Brawn Jwl 2,5
1844,Brawn Jwl 3,6
1845,True Brawn Jwl 3,7
1846,Supplicant Jwl 1,4
1847,Supplicant Jwl 2,5
1848,Supplicant Jwl 3,6
1849,Furtive Jwl 1,4
1850,Furtive Jwl 2,5
1851,Furtive Jwl 3,6
1852,TrueFurtiveJwl 3,7
1853,True Honed Jwl 2,6
1854,UltimateHonedJwl3,8
1855,True Calm Jwl 2,6
1856,UltimateCalmJwl 3,8
1857,True Hale Jwl 2,6
1858,UltimateHaleJwl 3,8
1859,True Ire Jwl 2,6
1860,UltimateIreJwl 3,8
1861,Withdrawn Jwl 2,5
1862,TrueWithdrawnJwl3,7
1863,Impactful Jwl 2,5
1864,TrueImpactfulJwl3,7
1865,TrueIntenseJwl 2,6
1866,TrueIntenseJwl 3,7
1867,True Aegis Jwl 2,6
1868,True Aegis Jwl 3,7
1869,TrueTactfulJwl 2,6
1870,TrueTactfulJwl 3,7
1871,True Broad Jwl 2,6
1872,True Broad Jwl 3,7
1873,dummy012,0
1874,Laden Jewel 3,8
1875,Daimyo Coin,6
1876,Argosy Ticket,8
1877,Yukumo Ticket,8
1878,Felcote Ticket,8
1879,Shakalaka Ticket,8
1880,Instructor's Ticket,8
1881,Guild Clerk Ticket,8
1882,Jumbo Ticket,8
1883,Hunter's Ticket,5
1884,Deviljho Ticket,5
1885,Amatsu Ticket,5
1886,Crimson Fatalis Ticket,5
1887,Wonderful Pass,5
1888,Special Pass,5
1889,dummy,0
1890,dummy,0
1891,dummy,0
1892,dummy,0
1893,Clockwork Blueprint,5
1894,dummy,0
1895,Fan Club Newsletter,5
1896,Fan Club Cheer,5
1897,E-Tank,5
1898,Vintage Meat Ticket,5
1899,Fake Catalog,5
1900,Recruitment Poster,5
1901,Hero's Seal,5
1902,Design Pattern,5
1903,Weapon Data,5
1904,Defense Module ,5
1905,The Tale of Poogie,5
1906,Goddess's Grace,5
1907,Gold Ring,5
1908,Festival Drum Music,5
1909,dummy,0
1910,dummy,0
1911,dummy,0
1912,dummy,0
1913,dummy,0
1914,dummy,0
1915,dummy,0
1916,dummy,0
1917,Proto Dense Marcoal,5
1918,Flying Coin G,8
1919,Brute Coin G,8
1920,Vermin Coin G,4
1921,Toad Coin G,8
1922,Snake Coin G,8
1923,Ace Ticket,6
1924,"10,000 Zenny",0
1925,"1,000 Caravan Points",0
1926,Jumping Jewel 2,8
1927,Live Bombfish,4
1928,Blue Marlin,5
1929,Horse Mackerel,4
1930,Pop-eyed Goldfish,4
1931,Giant Stag,5
1932,Darner Dragonfly,4
1933,Common Butterfly,4
1934,Flea,1
1935,EZ Marcoal,5
1936,(None),0
